,textOriginal,cluster
635,"Indian - truck 
              Toffee 
              Bicut 
               Sweater 
              Bengan 
Like who are indians here",0
636,"What dress is this mam, new model?",3
638,Thats a jacket,3
639,I am a British,4
640,I knew that cacti was a word,0
641,"American: Eggplant
British: Aubergine

Me: PENI-",2
643,"I am not a professional guy. I am just studying from you because I am not so good at saying or writing in English. I am a 14-year-old student. My friends are saying English well by using new words, not me. The sentence I am using as usual has not new words. And thanks so much for your videos. Sometimes, I wish that I was born from somewhere where the people speak in English as their mother language. But I will try my best to speak in English as well as I can even though I wasn’t born from there.❤❤❤",4
644,hello! I' from Algeria I learnt English  13 years ago but I stopped dealing with it since 2010 now I got,4
645,Both,3
646,I thought the last one was pe/nis ☠️,3
647,"Money 
Shoe",3
648,Ones who said bandage not band-aid 😅,3
650,Im American,4
651,Egypt and I hate Israel free Palestine,3
652,"Me:

Lorry
Toffee
Cookie
Jersey
Brinjal",0
653,i fell at ease since i followed this Marina's channel,1
655,"American: eggplant


British: aubergine


Me:Peni-",2
658,"Australian English (learn this so you don’t confuse the f outta people in Australia okay)
1.truck
2.lollies
3.Bikkie
4.jumper
5.eggplant 
THERE YOU GO!!!!!!!",0
659,Both,3
660,"I've been following Linguamarina for 2 years.

I've been following Lingumarina since 2021.",1
661,"American-eegplant
British - aubergine

Me- baigan🍆",4
664,"No it’s actually 🙂
1) money 
2)tata
3)shoe
4)bandage
5)alu fry",3
665,Which means im 50% american and 50% britian…,4
666,"American: eggplant
British: aubergine 










me:PP",2
667,"Americans: Hi
Indians: Hello, huw r u fine?",4
668,Im from malaysia 🇲🇾,4
671,My pronounce is  kroisan ..!😅,3
672,"I am not from America
I was just taught American English :3",4
673,I have been watching since a month but only i watching ur face 😂,3
674,for some reason it seemed to me that Marina was not in the mood,3
675,on foot,3
677,"Her bill/note 

Me: cash...",3
678,"For study with you of this lesson,I bought a Porsche",1
679,I took 8 hour in a daily basis during 8 months while living in California Santa Cruz. It lifted my english level a bunch,1
680,I think i'm half American and half British,4
681,"Hi Marina, I tried to download the workbook but I haven't received an email. Thanks",1
682,I’m from India and I want to buy this book please assist how to make a payment in INR,1
683,🤔 yellow blue butts ?! 😂🤪,3
684,I'm from philipens but i speak American English😊,4
685,The Russians are realists! The Americans are a piece of shit!,4
686,I in thai and speak ameracan but teacher keep me say British words,4
687,Hi there i am from Bangladesh and you are so good adviser and so cute 💝🌹🌺,1
688,"What do you do in your free time?
Me: sleep. Eat repeat",3
689,candy swewets but i say lollies,0
690,I want to be a Hygienist here in USA but I need to improve my English. Thanks for this meditation.,1
691,America,4
693,i said bread for the cookie...,0
694,Bro that is a chocolate chip cookie no matter where you are from im from England,0
696,"I'm American. I normally say: ""Fala comigo, o que que vc ta arrumando?. Como um bom mineiro que sou""

America is not only the U.S. think about it.

Have a nice day!",4
697,"As an American, I don’t say that",4
699,"Where do I get all this sections from, e.g. for reading ?",1
700,Good ay mate is my auntie,3
701,In Arabic is dic*,3
703,"As a Pole, I'm neither American nor British and I say bakłażan 🍆",4
705,im british and i say cookie choco chip cookie and i say eggplant,0
707,I need it. Please teacher. Where can i buy it?,1
708,Learn how to pronounce before you go giving advice. Are the product of the Public School System?,1
710,well im totally american (bro im an aussie),4
712,"To reckon: I think 
Fabricated: manipulated",3
713,british says mobile phone your having a laugh just think about it.................. phone,4
714,"Mine: british
Mom: british
Sister: British 
comrade: British 
Teacher: American 
soulmate: British 
Class: British
Father: British
Brother: American
Baby: British
Little Sister: American 
Big brother: American 
Grandma: British
GrandVader: british
Ex: American 
Friends: British
enemy: American 
Fans: British
Other Baby: American 
Ex Vader: American 
Ex Mom: American 
Ex sister: American 
Ex Brother: British 
Thats all",4
715,Well if you know English very well you can teach us some difficult words you know 😊,1
716,Instead of French fries fresh frois,0
717,"My mom went to the US for 3 weeks back in 2014 or so, and she was staying in the middle of NYC. She found quite a lot of downsides to her trip but when it comes to the good sides, she told me the Americans she’d met were all incredibly friendly, warm and always trying to help, even if it meant going out of their way to make your life easier.",4
718,Thank you,1
719,The lady One i qad thinking a sua thing😂,3
720,How to download the workbook??,1
721,I purchased the course maam How to get acess to the work book,1
722,"You’re right, once you have a basic command of the language, grammar is best learnt in context, by listening to speech and reading texts. Obviously choose input that is of an appropriate level, or a little bit higher. I’m English, but I cannot explain English grammar, and things like the subjunctive are a mystery to me. Often if I startbto think about a phrase I use, I realise that it doesn’t make sense except as a whole. I might do something in a piecemeal fashion. But why piecemeal? What a weird meaningless word. Or I give someone a leg up. What? I arrived in time. Why in time? I just know the meaning of in and time together.",1
723,Your thee best❣️,3
725,also bro said it was a biscuit like how i say it but it shows a chocolate chip coockie,0
726,im from british african and i know damn well we hardly say aurbergine,4
727,"In india
Lorry
Chocolate
Biscuits
Sweater
Brinjal",0
728,Teach me baby,1
732,Interesting,3
733,how much is the minimum money that needs to be shown for US visa?? could u pls clarify that??,3
735,I am both. Because I am a school kid,3
736,"Hi, I'm Atri! 😊 I'm from Iran, pursuing my PhD in Germany. I'm looking to improve my English speaking (B2 level) and would love to connect with a native English speaker. We can discuss life in Germany, culture, language, and more. 😊 I'm also open to sharing my useful experiences as an international student here.
Please reply to the comment if you are interested.",1
737,80% america 20% british,4
738,NOT ME SCREAMING CUCUMBER INSTEAD OF ZUCHINNI AND COURGETTE😂,0
740,Very recently I've been watching your channel.  This soo  terrific. Thank you so much for your explanations ❤,1
741,"American:eggplant 
British:aubergine 

Me:dick",2
744,That did not help,3
745,Ayo the last one is SUS,3
748,Is looking like she's got kidnapped in the truck for candies and cookies and she got this weather and the purple thing I don't remember it,0
749,I said the last one was pen** lol,3
750,What is the problem with use sad 2 times ham?,3
751,I'm from India BHARAT MATAKI JAI,3
752,"I never ever studied English, so I never knew how to respond to ""how did you learn English?""
IDK I JUST WOKE UP AND SPOKE ENGLISH",4
753,Pure American 😂,4
754,Pure American English,4
756,Nice question and answer keep up good work thanks for sharing ❤😂,1
759,At the last the dick is which ?,3
760,Both,3
763,Marina you rock! Love you forever,1
764,American English,4
765,team british like below,4
768,I found out im american.,4
769,Hi how do you do dear I have no time to message because last 3 and 4 days I was watching war between isreal and polestine day to day war has been raised,1
770,"Hi Marina, I have watched this video twice and I won't get tired of doing it.",1
772,My birthday is also March 13❤❤,3
773,"I would like to put my  aubergine in your biscuits:
     -british rizz",2
776,Me: Indonesian but only speaks English,4
777,I have mix accent of both 😂😂😂😂,4
779,"ok I speak English and flipino but I have a British accent 😂 yes and I still can't pronounce ""r"" bo-to_of-woto-",4
780,Legend says chocolate 🤣🤣,0
781,I said cucumber because I'm indian,0
783,"Indian people be like tempo,toofe,biscuut,swear,bengan",0
785,"really great video! You inspire me, thank you :D",1
786,She is my ideal.,3
787,I am both,3
788,I don't like Americans they are so gross and very suspicious I like Great Britain I love their people they are so cute,4
789,last one is a dick,3
790,American,4
791,The way I can understand both British and American English 😭😭,4
792,"Money and shoes
👇",3
794,Maine to candy ko toffee😂 bola,0
795,"why :( in :( pilliphines :( its :( 100,000 :(((",3
796,"What the heck uk What in the World chips😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 UKs is people going to different countries and still saying chips everyone else confused like 🦲💀💀💀💀💀💀💀💀💀💀💀💀💀💀 lol
But Still saying chips what the hell bruhhhhhh uk is Among Us sus uk be like site eye and mom i want chips here u go kid be like wth this is not chips 💀💀 mom  be like... confused the end uks kid and mom",4
797,Hey girl. Thanx for the video that was helpful. About the 🐜  use cinnamon preferly if u know where they come from. If not just pute some where u see them.,0
798,Wow beautiful place,1
799,❤love you teacher 👩‍🏫,1
800,"American: Eggplant
British: Aubergine

Me: DIC-",2
801,Um is lollies one of ‘em?,3
803,"British : sweets
Ameican : candy
Me toffee",0
806,I been pronouncing it as crossy nant 😂,3
808,"American:eggplant 
British:aubergine



Me:”forgets” •_•",2
809,Just put a peg on your nose to give that nasally sounding effect and you have an American accent,4
810,I am Indian and I don't know 😅 I am from American 😂 all the word I say belongs to America English 😂😂😂😂,4
812,"American:Cookie
British:Biscuit
  
me: Biskut malay",0
814,Who is he ☹️,3
815,I think Nepali language is too hard language in world,3
816,Do you know nepali language its too hard to learn,1
818,"Hi good morning dear how do you do here so very hot we couldn't able to tolerate hot season actually in the mean while rainy season should come but what happened to the season no rain, no cold climate too. In the mean time war also started palestian and isreal and ine more thing when it will be started 3rd world War indeed if it is started soon all essential things would be raise huge price too. So each and everyone should pray for this war should not raise and I have to share with you coming Friday something would be happend seriously both countries says, "" That like this dear I watched 45 videos about war between isreal and palestine. Now a days America said, "" That they would have been joined in the war in case America joined afterwards Russia would be join so perhaps done like this",1
819,Truth is best in any language.tell about running game,3
